county,state,id,price
Franklin County,Kansas,20059,137092
Geary County,Kansas,20061,153645
Gove County,Kansas,20063,93074
Graham County,Kansas,20065,75311
Grant County,Kansas,20067,120601
Gray County,Kansas,20069,140753
Greeley County,Kansas,20071,115511
Greenwood County,Kansas,20073,69286
Hamilton County,Kansas,20075,84971
Harper County,Kansas,20077,77181
Harvey County,Kansas,20079,135721
Haskell County,Kansas,20081,111148
Hodgeman County,Kansas,20083,88088
Jackson County,Kansas,20085,141528
Jefferson County,Kansas,20087,158234
Jewell County,Kansas,20089,58275
Johnson County,Kansas,20091,310706
Kearny County,Kansas,20093,121224
Kingman County,Kansas,20095,95047
Kiowa County,Kansas,20097,118316
Labette County,Kansas,20099,79362
Lane County,Kansas,20101,94320
Leavenworth County,Kansas,20103,223310
Lincoln County,Kansas,20105,75519
Linn County,Kansas,20107,117921
Logan County,Kansas,20109,89957
Lyon County,Kansas,20111,110941
Marion County,Kansas,20115,94320
Marshall County,Kansas,20117,102734
McPherson County,Kansas,20113,157685
Meade County,Kansas,20119,100553
Miami County,Kansas,20121,215706
Mitchell County,Kansas,20123,92347
Montgomery County,Kansas,20125,79154
Morris County,Kansas,20127,106993
Morton County,Kansas,20129,91931
Nemaha County,Kansas,20131,135559
Neosho County,Kansas,20133,85179
Ness County,Kansas,20135,76142
Norton County,Kansas,20137,86114
Osage County,Kansas,20139,121565
Osborne County,Kansas,20141,71675
Ottawa County,Kansas,20143,109798
Pawnee County,Kansas,20145,85595
Phillips County,Kansas,20147,82686
Pottawatomie County,Kansas,20149,189062
Pratt County,Kansas,20151,95463
Rawlins County,Kansas,20153,105539
Reno County,Kansas,20155,105227
Republic County,Kansas,20157,68559
Rice County,Kansas,20159,77596
Riley County,Kansas,20161,213224
Rooks County,Kansas,20163,81855
Rush County,Kansas,20165,73545
Russell County,Kansas,20167,97021
Saline County,Kansas,20169,142104
Scott County,Kansas,20171,141480
Sedgwick County,Kansas,20173,166395
Seward County,Kansas,20175,109382
Shawnee County,Kansas,20177,141213
Sheridan County,Kansas,20179,118316
Sherman County,Kansas,20181,115719
Smith County,Kansas,20183,72922
Stafford County,Kansas,20185,68455
Stanton County,Kansas,20187,96190
Stevens County,Kansas,20189,119355
Sumner County,Kansas,20191,96651
Thomas County,Kansas,20193,134728
Trego County,Kansas,20195,103150
Wabaunsee County,Kansas,20197,154137
Wallace County,Kansas,20199,92866
Washington County,Kansas,20201,85179
Wichita County,Kansas,20203,92347
Wilson County,Kansas,20205,76350
Woodson County,Kansas,20207,76453
Wyandotte County,Kansas,20209,112137
Adair County,Kentucky,21001,101508
Allen County,Kentucky,21003,126991
Anderson County,Kentucky,21005,157738
Ballard County,Kentucky,21007,108353
Barren County,Kentucky,21009,132045
Bath County,Kentucky,21011,94453
Bell County,Kentucky,21013,62969
Boone County,Kentucky,21015,201713
Bourbon County,Kentucky,21017,153757
Boyd County,Kentucky,21019,116240
Boyle County,Kentucky,21021,154158
Bracken County,Kentucky,21023,109919
Breathitt County,Kentucky,21025,56861
Breckinridge County,Kentucky,21027,108353
Bullitt County,Kentucky,21029,200803
Butler County,Kentucky,21031,96980
Caldwell County,Kentucky,21033,92558
Calloway County,Kentucky,21035,144575
Campbell County,Kentucky,21037,189879
Carlisle County,Kentucky,21039,94032
Carroll County,Kentucky,21041,122042
Carter County,Kentucky,21043,100034
Casey County,Kentucky,21045,92242
Christian County,Kentucky,21047,139442
Clark County,Kentucky,21049,152394
Clay County,Kentucky,21051,56967
Clinton County,Kentucky,21053,76658
Crittenden County,Kentucky,21055,94664
Cumberland County,Kentucky,21057,94137
Daviess County,Kentucky,21059,151272
Edmonson County,Kentucky,21061,90209
Elliott County,Kentucky,21063,87082
Estill County,Kentucky,21065,80870
Fayette County,Kentucky,21067,221569
Fleming County,Kentucky,21069,94664
Floyd County,Kentucky,21071,78342
Franklin County,Kentucky,21073,150472
Fulton County,Kentucky,21075,69603
Gallatin County,Kentucky,21077,136572
Garrard County,Kentucky,21079,147945
Grant County,Kentucky,21081,138811
Graves County,Kentucky,21083,109827
Grayson County,Kentucky,21085,119936
Green County,Kentucky,21087,83713
Greenup County,Kentucky,21089,121989
Hancock County,Kentucky,21091,119213
Hardin County,Kentucky,21093,167715
Harlan County,Kentucky,21095,63495
Harrison County,Kentucky,21097,147419
Hart County,Kentucky,21099,99402
Henderson County,Kentucky,21101,136155
Henry County,Kentucky,21103,136809
Hickman County,Kentucky,21105,84871
Hopkins County,Kentucky,21107,114460
Jackson County,Kentucky,21109,91821
Jefferson County,Kentucky,21111,197401
Jessamine County,Kentucky,21113,180379
Johnson County,Kentucky,21115,106668
Kenton County,Kentucky,21117,188387
Knott County,Kentucky,21119,54229
Knox County,Kentucky,21121,91400
Larue County,Kentucky,21123,122553
Laurel County,Kentucky,21125,117935
Lawrence County,Kentucky,21127,83607
Lee County,Kentucky,21129,66338
Leslie County,Kentucky,21131,67497
Letcher County,Kentucky,21133,61705
Lewis County,Kentucky,21135,68971
Lincoln County,Kentucky,21137,112038
Livingston County,Kentucky,21139,107826
Logan County,Kentucky,21141,116882
Lyon County,Kentucky,21143,148998
Madison County,Kentucky,21151,185747
Magoffin County,Kentucky,21153,70340
Marion County,Kentucky,21155,110985
Marshall County,Kentucky,21157,138047
Martin County,Kentucky,21159,88767
Mason County,Kentucky,21161,139837
McCracken County,Kentucky,21145,148787
McCreary County,Kentucky,21147,73393
McLean County,Kentucky,21149,111145
Meade County,Kentucky,21163,163172
Menifee County,Kentucky,21165,80870
Mercer County,Kentucky,21167,155105
Metcalfe County,Kentucky,21169,81291
Monroe County,Kentucky,21171,84766
Montgomery County,Kentucky,21173,122884
Morgan County,Kentucky,21175,76974
Muhlenberg County,Kentucky,21177,98876
Nelson County,Kentucky,21179,164448
Nicholas County,Kentucky,21181,90136
Ohio County,Kentucky,21183,97402
Oldham County,Kentucky,21185,319541
Owen County,Kentucky,21187,122252
Owsley County,Kentucky,21189,73920
Pendleton County,Kentucky,21191,124099
Perry County,Kentucky,21193,79395
Pike County,Kentucky,21195,82765
Powell County,Kentucky,21197,94558
Pulaski County,Kentucky,21199,122357
Robertson County,Kentucky,21201,120778
Rockcastle County,Kentucky,21203,86240
Rowan County,Kentucky,21205,130781
Russell County,Kentucky,21207,100034
Scott County,Kentucky,21209,198616
Shelby County,Kentucky,21211,209732
Simpson County,Kentucky,21213,142364
Spencer County,Kentucky,21215,226740
Taylor County,Kentucky,21217,126569
Todd County,Kentucky,21219,111933
Trigg County,Kentucky,21221,139982
Trimble County,Kentucky,21223,131813
Union County,Kentucky,21225,96980
Warren County,Kentucky,21227,199949
Washington County,Kentucky,21229,135099
Wayne County,Kentucky,21231,93505
Webster County,Kentucky,21233,80166
Whitley County,Kentucky,21235,97402
Wolfe County,Kentucky,21237,67813
Woodford County,Kentucky,21239,212765
Acadia Parish,Louisiana,22001,120906
Allen Parish,Louisiana,22003,99901
Ascension Parish,Louisiana,22005,232259
Assumption Parish,Louisiana,22007,121520
Avoyelles Parish,Louisiana,22009,106766
Beauregard Parish,Louisiana,22011,130640
Bienville Parish,Louisiana,22013,77769
Bossier Parish,Louisiana,22015,178712
Caddo Parish,Louisiana,22017,160892
Calcasieu Parish,Louisiana,22019,165888
Caldwell Parish,Louisiana,22021,79203
Cameron Parish,Louisiana,22023,119276
Catahoula Parish,Louisiana,22025,91192
Claiborne Parish,Louisiana,22027,80023
Concordia Parish,Louisiana,22029,82585
De Soto Parish,Louisiana,22031,121524
East Baton Rouge Parish,Louisiana,22033,215280
East Carroll Parish,Louisiana,22035,78691
East Feliciana Parish,Louisiana,22037,143348
Evangeline Parish,Louisiana,22039,98979
Franklin Parish,Louisiana,22041,90167
Grant Parish,Louisiana,22043,106437
Iberia Parish,Louisiana,22045,118447
Iberville Parish,Louisiana,22047,147876
Jackson Parish,Louisiana,22049,91704
Jefferson Davis Parish,Louisiana,22053,116807
Jefferson Parish,Louisiana,22051,210822
Lafayette Parish,Louisiana,22055,199202
Lafourche Parish,Louisiana,22057,164720
LaSalle Parish,Louisiana,22059,95290
Lincoln Parish,Louisiana,22061,158304
Livingston Parish,Louisiana,22063,186157
Madison Parish,Louisiana,22065,80023
Morehouse Parish,Louisiana,22067,93343
Natchitoches Parish,Louisiana,22069,140783
Orleans Parish,Louisiana,22071,255787
Ouachita Parish,Louisiana,22073,152379
Plaquemines Parish,Louisiana,22075,200712
Pointe Coupee Parish,Louisiana,22077,146744
Rapides Parish,Louisiana,22079,151523
Red River Parish,Louisiana,22081,80638
Richland Parish,Louisiana,22083,94163
Sabine Parish,Louisiana,22085,96622
St. Bernard Parish,Louisiana,22087,159327
St. Charles Parish,Louisiana,22089,212401
St. Helena Parish,Louisiana,22091,103009
St. James Parish,Louisiana,22093,162403
St. John the Baptist Parish,Louisiana,22095,162065
St. Landry Parish,Louisiana,22097,115475
St. Martin Parish,Louisiana,22099,129518
St. Mary Parish,Louisiana,22101,109532
St. Tammany Parish,Louisiana,22103,244625
Tangipahoa Parish,Louisiana,22105,184227
Tensas Parish,Louisiana,22107,68035
Terrebonne Parish,Louisiana,22109,170599
Union Parish,Louisiana,22111,90797
Vermilion Parish,Louisiana,22113,125209
Vernon Parish,Louisiana,22115,122238
Washington Parish,Louisiana,22117,103487
Webster Parish,Louisiana,22119,83507
West Baton Rouge Parish,Louisiana,22121,205812
West Carroll Parish,Louisiana,22123,92524
West Feliciana Parish,Louisiana,22125,236170
Winn Parish,Louisiana,22127,79613
Androscoggin County,Maine,23001,186689
Aroostook County,Maine,23003,99639
Cumberland County,Maine,23005,324918
Franklin County,Maine,23007,148344
Hancock County,Maine,23009,225699
Kennebec County,Maine,23011,179647
Knox County,Maine,23013,226442
Lincoln County,Maine,23015,228564
Oxford County,Maine,23017,152907
Penobscot County,Maine,23019,164128
Piscataquis County,Maine,23021,116192
Sagadahoc County,Maine,23023,231588
Somerset County,Maine,23025,122771
Waldo County,Maine,23027,172962
Washington County,Maine,23029,119269
York County,Maine,23031,297027
Allegany County,Maryland,24001,128434
Anne Arundel County,Maryland,24003,388536
Baltimore city,Maryland,24510,187313
Baltimore County,Maryland,24005,287192
Calvert County,Maryland,24009,388273
Caroline County,Maryland,24011,214908
Carroll County,Maryland,24013,372011
Cecil County,Maryland,24015,271918
Charles County,Maryland,24017,342311
Dorchester County,Maryland,24019,194532
Frederick County,Maryland,24021,360278
Garrett County,Maryland,24023,184556
Harford County,Maryland,24025,322856
Howard County,Maryland,24027,504208
Kent County,Maryland,24029,265213
Montgomery County,Maryland,24031,519056
Prince George's County,Maryland,24033,349101
Queen Anne's County,Maryland,24035,369292
Somerset County,Maryland,24039,146902
St. Mary's County,Maryland,24037,340351
Talbot County,Maryland,24041,357438
Washington County,Maryland,24043,225816
Wicomico County,Maryland,24045,206043
Worcester County,Maryland,24047,278267
Barnstable County,Massachusetts,25001,436800
Bristol County,Massachusetts,25005,351303
Dukes County,Massachusetts,25007,722531
Essex County,Massachusetts,25009,489730
Hampden County,Massachusetts,25013,241453
Middlesex County,Massachusetts,25017,599588
Nantucket County,Massachusetts,25019,1120413
Norfolk County,Massachusetts,25021,541818
Plymouth County,Massachusetts,25023,417123
Suffolk County,Massachusetts,25025,624948
Worcester County,Massachusetts,25027,330756
Alcona County,Michigan,26001,118479
Alger County,Michigan,26003,144079
Allegan County,Michigan,26005,200145
Alpena County,Michigan,26007,102082
Antrim County,Michigan,26009,169785
Arenac County,Michigan,26011,99861
Baraga County,Michigan,26013,108112
Barry County,Michigan,26015,169462
Bay County,Michigan,26017,119637
Benzie County,Michigan,26019,196231
Berrien County,Michigan,26021,168576
Branch County,Michigan,26023,116152
Calhoun County,Michigan,26025,123412
Cass County,Michigan,26027,153799
Charlevoix County,Michigan,26029,175920
Cheboygan County,Michigan,26031,138472
Chippewa County,Michigan,26033,125990
Clare County,Michigan,26035,96370
Clinton County,Michigan,26037,203498
Crawford County,Michigan,26039,111074
Delta County,Michigan,26041,120912
Dickinson County,Michigan,26043,107689
Eaton County,Michigan,26045,179700
Emmet County,Michigan,26047,197712
Genesee County,Michigan,26049,138667
Gladwin County,Michigan,26051,116363
Gogebic County,Michigan,26053,70982
Grand Traverse County,Michigan,26055,255788
Gratiot County,Michigan,26057,100919
Hillsdale County,Michigan,26059,127048
Houghton County,Michigan,26061,114988
Huron County,Michigan,26063,109911
Ingham County,Michigan,26065,155056
Ionia County,Michigan,26067,141004
Iosco County,Michigan,26069,97957
Iron County,Michigan,26071,82195
Isabella County,Michigan,26073,145772
Jackson County,Michigan,26075,152227
Kalamazoo County,Michigan,26077,183628
Kalkaska County,Michigan,26079,122605
Kent County,Michigan,26081,215572
Keweenaw County,Michigan,26083,128106
Lake County,Michigan,26085,93091
Lapeer County,Michigan,26087,202443
Leelanau County,Michigan,26089,283927
Lenawee County,Michigan,26091,152648
Livingston County,Michigan,26093,291544
Luce County,Michigan,26095,92244
Mackinac County,Michigan,26097,144502
Macomb County,Michigan,26099,200210
Manistee County,Michigan,26101,132654
Marquette County,Michigan,26103,159312
Mason County,Michigan,26105,149580
Mecosta County,Michigan,26107,128423
Menominee County,Michigan,26109,107477
Midland County,Michigan,26111,161110
Missaukee County,Michigan,26113,125567
Monroe County,Michigan,26115,185799
Montcalm County,Michigan,26117,120489
Montmorency County,Michigan,26119,108641
Muskegon County,Michigan,26121,142032
Newaygo County,Michigan,26123,129771
Oakland County,Michigan,26125,280805
Oceana County,Michigan,26127,125672
Ogemaw County,Michigan,26129,103881
Ontonagon County,Michigan,26131,74049
Osceola County,Michigan,26133,104198
Oscoda County,Michigan,26135,95735
Otsego County,Michigan,26137,147570
Presque Isle County,Michigan,26141,111497
Roscommon County,Michigan,26143,114459
Saginaw County,Michigan,26145,115306
Sanilac County,Michigan,26151,117633
Schoolcraft County,Michigan,26153,116258
Shiawassee County,Michigan,26155,146406
St. Clair County,Michigan,26147,180328
St. Joseph County,Michigan,26149,129375
Tuscola County,Michigan,26157,110016
Van Buren County,Michigan,26159,163213
Washtenaw County,Michigan,26161,304913
Wayne County,Michigan,26163,142795
Wexford County,Michigan,26165,114565
Aitkin County,Minnesota,27001,193106
Anoka County,Minnesota,27003,276154
Becker County,Minnesota,27005,209128
Beltrami County,Minnesota,27007,171392
Benton County,Minnesota,27009,185397
Big Stone County,Minnesota,27011,103194
Blue Earth County,Minnesota,27013,206391
Brown County,Minnesota,27015,149573
Carlton County,Minnesota,27017,180375
Carver County,Minnesota,27019,353039
Cass County,Minnesota,27021,204701
Chippewa County,Minnesota,27023,126172
Chisago County,Minnesota,27025,243820
Clay County,Minnesota,27027,201954
Clearwater County,Minnesota,27029,144619
Cook County,Minnesota,27031,253082
Cottonwood County,Minnesota,27033,99293
Crow Wing County,Minnesota,27035,207547
Dakota County,Minnesota,27037,306487
Dodge County,Minnesota,27039,195324
Douglas County,Minnesota,27041,226414
Faribault County,Minnesota,27043,94339
Fillmore County,Minnesota,27045,162116
Freeborn County,Minnesota,27047,119953
Goodhue County,Minnesota,27049,215136
Grant County,Minnesota,27051,125118
Hennepin County,Minnesota,27053,322285
Houston County,Minnesota,27055,179426
Hubbard County,Minnesota,27057,204068
Isanti County,Minnesota,27059,207273
Itasca County,Minnesota,27061,172973
Jackson County,Minnesota,27063,131653
Kanabec County,Minnesota,27065,172762
Kandiyohi County,Minnesota,27067,178033
Kittson County,Minnesota,27069,88753
Koochiching County,Minnesota,27071,114261
Lac qui Parle County,Minnesota,27073,93391
Lake County,Minnesota,27075,184146
Lake of the Woods County,Minnesota,27077,170654
Le Sueur County,Minnesota,27079,218614
Lincoln County,Minnesota,27081,108675
Lyon County,Minnesota,27083,156951
Mahnomen County,Minnesota,27087,110467
Marshall County,Minnesota,27089,123326
Martin County,Minnesota,27091,124697
McLeod County,Minnesota,27085,173605
Meeker County,Minnesota,27093,179403
Mille Lacs County,Minnesota,27095,172130
Morrison County,Minnesota,27097,179297
Mower County,Minnesota,27099,130599
Murray County,Minnesota,27101,126594
Nicollet County,Minnesota,27103,201048
Nobles County,Minnesota,27105,133972
Norman County,Minnesota,27107,106145
Olmsted County,Minnesota,27109,256714
Otter Tail County,Minnesota,27111,199325
Pennington County,Minnesota,27113,163486
Pine County,Minnesota,27115,173395
Pipestone County,Minnesota,27117,102772
Polk County,Minnesota,27119,167499
Pope County,Minnesota,27121,183725
Ramsey County,Minnesota,27123,261619
Red Lake County,Minnesota,27125,122272
Redwood County,Minnesota,27127,112048
Renville County,Minnesota,27129,112048
Rice County,Minnesota,27131,259196
Rock County,Minnesota,27133,161273
Roseau County,Minnesota,27135,139981
Scott County,Minnesota,27139,356514
Sherburne County,Minnesota,27141,268887
Sibley County,Minnesota,27143,167808
St. Louis County,Minnesota,27137,177744
Stearns County,Minnesota,27145,215184
Steele County,Minnesota,27147,178454
Stevens County,Minnesota,27149,168757
Swift County,Minnesota,27151,109729
Todd County,Minnesota,27153,161694
Traverse County,Minnesota,27155,85801
Wabasha County,Minnesota,27157,195324
Wadena County,Minnesota,27159,139137
Waseca County,Minnesota,27161,167492
Washington County,Minnesota,27163,335134
Watonwan County,Minnesota,27165,102139
Wilkin County,Minnesota,27167,147570
Winona County,Minnesota,27169,176346
Wright County,Minnesota,27171,279840
Yellow Medicine County,Minnesota,27173,115948
Adams County,Mississippi,28001,95477
Alcorn County,Mississippi,28003,106465
Amite County,Mississippi,28005,86665
Attala County,Mississippi,28007,83659
Benton County,Mississippi,28009,80860
Bolivar County,Mississippi,28011,99623
Calhoun County,Mississippi,28013,73085
Carroll County,Mississippi,28015,102630
Chickasaw County,Mississippi,28017,68938
Choctaw County,Mississippi,28019,84385
Claiborne County,Mississippi,28021,69975
Clarke County,Mississippi,28023,88013
Clay County,Mississippi,28025,93196
Coahoma County,Mississippi,28027,70804
Copiah County,Mississippi,28029,97354
Covington County,Mississippi,28031,79927
DeSoto County,Mississippi,28033,201313
Forrest County,Mississippi,28035,120733
Franklin County,Mississippi,28037,79409
Greene County,Mississippi,28041,80549
Grenada County,Mississippi,28043,108850
Hancock County,Mississippi,28045,158749
Harrison County,Mississippi,28047,175324
Hinds County,Mississippi,28049,130794
Holmes County,Mississippi,28051,62615
Humphreys County,Mississippi,28053,71634
Issaquena County,Mississippi,28055,82104
Itawamba County,Mississippi,28057,90812
Jasper County,Mississippi,28061,81897
Jefferson County,Mississippi,28063,65725
Jefferson Davis County,Mississippi,28065,98068
Jones County,Mississippi,28067,108746
Kemper County,Mississippi,28069,76299
Lafayette County,Mississippi,28071,207022
Lamar County,Mississippi,28073,184951
Lauderdale County,Mississippi,28075,126473
Lawrence County,Mississippi,28077,98276
Leake County,Mississippi,28079,86354
Lee County,Mississippi,28081,150420
Leflore County,Mississippi,28083,84177
Lincoln County,Mississippi,28085,103148
Lowndes County,Mississippi,28087,139120
Madison County,Mississippi,28089,232444
Marion County,Mississippi,28091,92263
Marshall County,Mississippi,28093,115173
Monroe County,Mississippi,28095,95062
Montgomery County,Mississippi,28097,87909
Neshoba County,Mississippi,28099,86043
Newton County,Mississippi,28101,88739
Noxubee County,Mississippi,28103,61889
Oktibbeha County,Mississippi,28105,168873
Panola County,Mississippi,28107,86354
Pearl River County,Mississippi,28109,143267
Perry County,Mississippi,28111,90238
Pike County,Mississippi,28113,99001
Pontotoc County,Mississippi,28115,110405
Prentiss County,Mississippi,28117,96099
Quitman County,Mississippi,28119,52766
Rankin County,Mississippi,28121,173847
Scott County,Mississippi,28123,73914
Sharkey County,Mississippi,28125,66761
Simpson County,Mississippi,28127,89889
Smith County,Mississippi,28129,106362
Stone County,Mississippi,28131,121403
Sunflower County,Mississippi,28133,81275
Tallahatchie County,Mississippi,28135,68835
Tate County,Mississippi,28137,127235
Tippah County,Mississippi,28139,90086
Tishomingo County,Mississippi,28141,91330
Tunica County,Mississippi,28143,114319
Union County,Mississippi,28145,104288
Walthall County,Mississippi,28147,99312
Warren County,Mississippi,28149,133108
Washington County,Mississippi,28151,78372
Wayne County,Mississippi,28153,88946
Webster County,Mississippi,28155,87080
Wilkinson County,Mississippi,28157,72878
Winston County,Mississippi,28159,88013
Yalobusha County,Mississippi,28161,82622
Yazoo County,Mississippi,28163,92160
Adair County,Missouri,29001,134227
Andrew County,Missouri,29003,150059
Atchison County,Missouri,29005,89873
Audrain County,Missouri,29007,103634
Barry County,Missouri,29009,127664
Barton County,Missouri,29011,103211
Bates County,Missouri,29013,122740
Benton County,Missouri,29015,124382
Bollinger County,Missouri,29017,115726
Boone County,Missouri,29019,209555
Buchanan County,Missouri,29021,123578
Butler County,Missouri,29023,120148
Caldwell County,Missouri,29025,117064
Callaway County,Missouri,29027,164521
Camden County,Missouri,29029,212562
Cape Girardeau County,Missouri,29031,178812
Carroll County,Missouri,29033,93366
Carter County,Missouri,29035,107445
Cass County,Missouri,29037,220847
Cedar County,Missouri,29039,104693
Chariton County,Missouri,29041,93049
Christian County,Missouri,29043,196438
Clark County,Missouri,29045,95272
Clay County,Missouri,29047,209708
Clinton County,Missouri,29049,171044
Cole County,Missouri,29051,172988
Cooper County,Missouri,29053,140684
Crawford County,Missouri,29055,130233
Dade County,Missouri,29057,88391
Dallas County,Missouri,29059,121781
Daviess County,Missouri,29061,116867
DeKalb County,Missouri,29063,121853
Dent County,Missouri,29065,108610
Douglas County,Missouri,29067,130310
Dunklin County,Missouri,29069,80981
Franklin County,Missouri,29071,174201
Gasconade County,Missouri,29073,142061
Gentry County,Missouri,29075,93366
Greene County,Missouri,29077,166681
Grundy County,Missouri,29079,104164
Harrison County,Missouri,29081,80452
Henry County,Missouri,29083,116972
Hickory County,Missouri,29085,88285
Holt County,Missouri,29087,93790
Howard County,Missouri,29089,136521
Howell County,Missouri,29091,118772
Iron County,Missouri,29093,88497
Jackson County,Missouri,29095,175435
Jasper County,Missouri,29097,125937
Jefferson County,Missouri,29099,173992
Johnson County,Missouri,29101,165667
Knox County,Missouri,29103,79922
Laclede County,Missouri,29105,120572
Lafayette County,Missouri,29107,153693
Lawrence County,Missouri,29109,116020
Lewis County,Missouri,29111,93049
Lincoln County,Missouri,29113,170546
Linn County,Missouri,29115,92308
Livingston County,Missouri,29117,118031
Macon County,Missouri,29121,102893
Madison County,Missouri,29123,112315
Maries County,Missouri,29125,141002
Marion County,Missouri,29127,130628
McDonald County,Missouri,29119,117334
Mercer County,Missouri,29129,94107
Miller County,Missouri,29131,144813
Mississippi County,Missouri,29133,84898
Moniteau County,Missouri,29135,130133
Monroe County,Missouri,29137,111468
Montgomery County,Missouri,29139,114432
Morgan County,Missouri,29141,132322
New Madrid County,Missouri,29143,78864
Newton County,Missouri,29145,138721
Nodaway County,Missouri,29147,133804
Oregon County,Missouri,29149,99083
Osage County,Missouri,29151,158772
Ozark County,Missouri,29153,103317
Pemiscot County,Missouri,29155,86909
Perry County,Missouri,29157,156351
Pettis County,Missouri,29159,126076
Phelps County,Missouri,29161,142907
Pike County,Missouri,29163,103529
Platte County,Missouri,29165,258226
Polk County,Missouri,29167,140101
Pulaski County,Missouri,29169,168525
Putnam County,Missouri,29171,102258
Ralls County,Missouri,29173,144178
Randolph County,Missouri,29175,111150
Ray County,Missouri,29177,143197
Reynolds County,Missouri,29179,101623
Ripley County,Missouri,29181,88708
Saline County,Missouri,29195,112844
Schuyler County,Missouri,29197,75370
Scotland County,Missouri,29199,119619
Scott County,Missouri,29201,115596
Shannon County,Missouri,29203,132216
Shelby County,Missouri,29205,76429
St. Charles County,Missouri,29183,248456
St. Clair County,Missouri,29185,97283
St. Francois County,Missouri,29187,119831
St. Louis city,Missouri,29510,157387
St. Louis County,Missouri,29189,223809
Ste. Genevieve County,Missouri,29186,175935
Stoddard County,Missouri,29207,110303
Stone County,Missouri,29209,182710
Sullivan County,Missouri,29211,81510
Taney County,Missouri,29213,147989
Texas County,Missouri,29215,118243
Vernon County,Missouri,29217,104058
Warren County,Missouri,29219,187987
Washington County,Missouri,29221,98589
Wayne County,Missouri,29223,90085
Webster County,Missouri,29225,144231
Worth County,Missouri,29227,67537
Wright County,Missouri,29229,109668
Beaverhead County,Montana,30001,233420
Big Horn County,Montana,30003,136650
Blaine County,Montana,30005,102189
Broadwater County,Montana,30007,240789
Carbon County,Montana,30009,263578
Carter County,Montana,30011,120178
Cascade County,Montana,30013,199031
Chouteau County,Montana,30015,155180
Custer County,Montana,30017,184656
Daniels County,Montana,30019,137083
Dawson County,Montana,30021,174036
Deer Lodge County,Montana,30023,142285
Fallon County,Montana,30025,184005
Fergus County,Montana,30027,154963
Flathead County,Montana,30029,332142
Gallatin County,Montana,30031,448852
Garfield County,Montana,30033,134482
Glacier County,Montana,30035,116710
Golden Valley County,Montana,30037,114976
Granite County,Montana,30039,242740
Hill County,Montana,30041,155614
Jefferson County,Montana,30043,306351
Judith Basin County,Montana,30045,149762
Lake County,Montana,30047,274274
Lewis and Clark County,Montana,30049,302883
Liberty County,Montana,30051,109558
Lincoln County,Montana,30053,214781
Madison County,Montana,30057,299632
McCone County,Montana,30055,124404
Meagher County,Montana,30059,166992
Mineral County,Montana,30061,183355
Missoula County,Montana,30063,335354
Musselshell County,Montana,30065,187148
Park County,Montana,30067,293997
Petroleum County,Montana,30069,196468
Phillips County,Montana,30071,140009
Pondera County,Montana,30073,142935
Powder River County,Montana,30075,154530
Powell County,Montana,30077,155072
Prairie County,Montana,30079,122345
Ravalli County,Montana,30081,302666
Richland County,Montana,30083,249350
Roosevelt County,Montana,30085,121803
Rosebud County,Montana,30087,124513
Sanders County,Montana,30089,247291
Sheridan County,Montana,30091,138167
Silver Bow County,Montana,30093,162332
Stillwater County,Montana,30095,276875
Sweet Grass County,Montana,30097,276442
Teton County,Montana,30099,187148
Toole County,Montana,30101,149437
Treasure County,Montana,30103,128089
Valley County,Montana,30105,164066
Wheatland County,Montana,30107,103381
Wibaux County,Montana,30109,122995
Yellowstone County,Montana,30111,255275
Adams County,Nebraska,31001,134400
Antelope County,Nebraska,31003,85765
Arthur County,Nebraska,31005,116410
Banner County,Nebraska,31007,146323
Blaine County,Nebraska,31009,79176
Boone County,Nebraska,31011,123836
Box Butte County,Nebraska,31013,118816
Boyd County,Nebraska,31015,76352
Brown County,Nebraska,31017,83359
Buffalo County,Nebraska,31019,182826
Burt County,Nebraska,31021,105010
Butler County,Nebraska,31023,122686
Cass County,Nebraska,31025,183099
Cedar County,Nebraska,31027,126869
Chase County,Nebraska,31029,139420
Cherry County,Nebraska,31031,121326
Cheyenne County,Nebraska,31033,107729
Clay County,Nebraska,31035,95492
Colfax County,Nebraska,31037,105742
Cuming County,Nebraska,31039,127811
Custer County,Nebraska,31041,113063
Dakota County,Nebraska,31043,125915
Dawes County,Nebraska,31045,130949
Dawson County,Nebraska,31047,107311
Deuel County,Nebraska,31049,91308
Dixon County,Nebraska,31051,99700
Dodge County,Nebraska,31053,136178
Douglas County,Nebraska,31055,200377
Dundy County,Nebraska,31057,79385
Fillmore County,Nebraska,31059,83778
Franklin County,Nebraska,31061,74574
Frontier County,Nebraska,31063,105847
Furnas County,Nebraska,31065,76352
Gage County,Nebraska,31067,121535
Garden County,Nebraska,31069,85556
Garfield County,Nebraska,31071,109926
Gosper County,Nebraska,31073,132831
Grant County,Nebraska,31075,60977
Greeley County,Nebraska,31077,76038
Hall County,Nebraska,31079,152704
Hamilton County,Nebraska,31081,161385
Harlan County,Nebraska,31083,107415
Hayes County,Nebraska,31085,84615
Hitchcock County,Nebraska,31087,69763
Holt County,Nebraska,31089,119339
Hooker County,Nebraska,31091,96433
Howard County,Nebraska,31093,155632
Jefferson County,Nebraska,31095,87857
Johnson County,Nebraska,31097,98734
Kearney County,Nebraska,31099,156573
Keith County,Nebraska,31101,134191
Keya Paha County,Nebraska,31103,81686
Kimball County,Nebraska,31105,86393
Knox County,Nebraska,31107,100303
